StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,workerID,Proh_Cong_Time_First Click,Proh_Cong_Time_Last Click,Proh_Cong_Time_Page Submit,Proh_Cong_Time_Click Count,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,Q70_First Click,Q70_Last Click,Q70_Page Submit,Q70_Click Count,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,Q110_First Click,Q110_Last Click,Q110_Page Submit,Q110_Click Count,Q114_First Click,Q114_Last Click,Q114_Page Submit,Q114_Click Count,Q118_First Click,Q118_Last Click,Q118_Page Submit,Q118_Click Count,Q122_First Click,Q122_Last Click,Q122_Page Submit,Q122_Click Count,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q130_First Click,Q130_Last Click,Q130_Page Submit,Q130_Click Count,Q134_First Click,Q134_Last Click,Q134_Page Submit,Q134_Click Count,Q138_First Click,Q138_Last Click,Q138_Page Submit,Q138_Click Count,Q142_First Click,Q142_Last Click,Q142_Page Submit,Q142_Click Count,ProhTouch,ProhTouchTime_First Click,ProhTouchTime_Last Click,ProhTouchTime_Page Submit,ProhTouchTime_Click Count,ProhAway,ProhAwayTime_First Click,ProhAwayTime_Last Click,ProhAwayTime_Page Submit,ProhAwayTime_Click Count,NonexiTrTruck,NonexiTrTruckTime_First Click,NonexiTrTruckTime_Last Click,NonexiTrTruckTime_Page Submit,NonexiTrTruckTime_Click Count,NonexiTrBucket,NonexiTrBucketTime_First Click,NonexiTrBucketTime_Last Click,NonexiTrBucketTime_Page Submit,NonexiTrBucketTime_Click Count,DenialDaDaxy,DenialDaDaxyTime_First Click,DenialDaDaxyTime_Last Click,DenialDaDaxyTime_Page Submit,DenialDaDaxyTime_Click Count,DenialDaZupy,DenialDaZupyTime_First Click,DenialDaZupyTime_Last Click,DenialDaZupyTime_Page Submit,DenialDaZupyTime_Click Count,NonexiBuBucket,NonexiBuBucketTime_First Click,NonexiBuBucketTime_Last Click,NonexiBuBucketTime_Page Submit,NonexiBuBucketTime_Click Count,NonexiBuTruck,NonexiBuTruckTime_First Click,NonexiBuTruckTime_Last Click,NonexiBuTruckTime_Page Submit,NonexiBuTruckTime_Click Count,DenialZuZupy,DenialZuZupyTime_First Click,DenialZuZupyTime_Last Click,DenialZuZupyTime_Page Submit,DenialZuZupyTime_Click Count,DenialZuDaxy,DenialZuDaxyTime_First Click,DenialZuDaxyTime_Last Click,DenialZuDaxyTime_Page Submit,DenialZuDaxyTime_Click Count,Bei_meaning,Sha_meaning,catch,what about,improving,mTurkCode,Word,TrainingType,Emotions,Create New Field or Choose From Dropdown...,NEcounterbalance,DNcounterbalance
18/08/2019 13:27,18/08/2019 13:30,IP Address,50.91.173.65,100,148,TRUE,18/08/2019 13:30,R_1qgJeF4p9G3OjKu,,,,,27.74560547,-82.75160217,anonymous,EN,A1RAMKQ7DTZSY9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,63.704,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,0.761,1.474,2.67,2,Stay away,5.015,8.501,9.322,3,,,,,,,,,,,,,,,,,,,,,Bucket,4.028,20.678,21.422,4,Bucket,0.969,0.969,1.509,1,Zupy,1.977,2.905,4.221,2,Zupy,1.507,2.341,3.116,2,stay away,touch,Three,Perception on language,none,804525,original,Denial,Incong,,bucket,zupy
18/08/2019 13:26,18/08/2019 13:30,IP Address,74.70.170.251,100,265,TRUE,18/08/2019 13:30,R_3MlfEQ2niTpKrWE,,,,,42.70889282,-73.20359802,anonymous,EN,A3I55L67X0MWC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,85.93,0,,,,,Stay away,5.43,13.685,14.725,2,Touch,4.446,4.446,5.9,1,Bucket,34.39,34.39,35.844,1,Truck,8.007,8.007,9.235,1,Zupy,6.635,6.635,8.045,1,Daxy,9.382,9.382,10.713,1,,,,,,,,,,,,,,,,,,,,,no,yes,Three,understanding new languages,none,892270,cb,Denial,Neutral,,truck,daxy
18/08/2019 13:26,18/08/2019 13:30,IP Address,74.130.8.81,100,274,TRUE,18/08/2019 13:30,R_12MannpUM7Nx1IB,,,,,38.3085022,-85.81600189,anonymous,EN,A2HJDLSU95MH8Q,,,,,,,,,,,,,,,,,,,,,,,,,0,0,84.308,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,8.102,8.102,9.123,1,Stay away,18.152,18.152,20.073,1,Truck,19.677,19.677,22.32,1,Bucket,18.921,18.921,21.051,1,Daxy,8.702,8.702,10.35,1,Zupy,6.503,6.503,9.747,1,,,,,,,,,,,,,,,,,,,,,yes,no,Three,understanding different language,no,790400,original,Denial,Cong,,truck,daxy
18/08/2019 13:27,18/08/2019 13:30,IP Address,97.81.164.197,100,199,TRUE,18/08/2019 13:30,R_2VxtLfh5ESSVg6m,,,,,36.17320251,-85.45359802,anonymous,EN,A38OPVI04AH4JG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,69.011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,4.58,8.396,9.17,2,Stay away,8.224,8.224,8.84,1,,,,,,,,,,,,,,,,,,,,,Truck,4.587,4.587,5.521,1,Bucket,11.759,20.685,21.62,2,Zupy,7.268,7.268,8.011,1,Daxy,11.704,20.158,21.402,3,yes,no,Three,I don't know,,151396,original,Denial,Incong,,bucket,zupy
18/08/2019 13:26,18/08/2019 13:30,IP Address,96.2.181.109,100,264,TRUE,18/08/2019 13:30,R_3lOmFYdUPZI0IZb,,,,,48.33059692,-101.3155975,anonymous,EN,A3C31240NI74Z6,,,,,,,,,,,,,,,,,,,,,,,,,0,0,84.159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,13.385,23.776,25.52,3,Stay away,7.983,8.688,11.142,2,Truck,3.103,14.351,18.718,2,Bucket,3.567,4.991,11.669,2,Daxy,4.2,5.696,6.871,2,Zupy,9.365,9.365,10.589,1,,,,,,,,,,,,,,,,,,,,,Yes,No,Three,Learning audible inferences,No,195481,original,Denial,Cong,,truck,daxy
18/08/2019 13:27,18/08/2019 13:31,IP Address,24.17.191.242,100,243,TRUE,18/08/2019 13:31,R_24l8FmwMb7xJbJ4,,,,,47.31210327,-122.3661041,anonymous,EN,A3914P24XPNPY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.45,151.45,151.713,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,1.403,1.61,2.008,2,Touch,3.617,3.617,4.147,1,,,,,,,,,,,,,,,,,,,,,Bucket,3.514,3.514,3.933,1,Truck,2.405,2.405,2.763,1,Daxy,1.654,11.733,12.329,4,Zupy,2.398,2.398,3.085,1,truck,stay away,Three,languages,,551446,original,Denial,Neutral,,bucket,zupy
18/08/2019 13:27,18/08/2019 13:31,IP Address,170.83.233.81,100,254,TRUE,18/08/2019 13:31,R_2WCPEOSyFV4eR2A,,,,,38.76089478,-121.2866974,anonymous,EN,AF0J85YDCJGXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,101.584,0,,,,,Touch,9.485,9.485,10.447,1,Stay away,1.269,1.269,4.882,1,,,,,,,,,,,,,,,,,,,,,Bucket,3.667,3.667,4.681,1,Bucket,1.824,1.824,2.955,1,Daxy,1.21,1.21,2.17,1,Zupy,2.761,2.761,4.827,1,,,Three,study material,no,476395,cb,Denial,Neutral,,bucket,zupy
18/08/2019 13:27,18/08/2019 13:31,IP Address,67.149.244.41,100,247,TRUE,18/08/2019 13:31,R_DTQxkYAsXDLBulH,,,,,42.29310608,-83.25479889,anonymous,EN,AUB2Y2EREGBUZ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.554,46.554,84.29,1,Touch,0.957,7.12,7.858,4,Stay away,2.582,3.467,4.138,2,Bucket,5.822,20.843,21.454,6,Truck,19.068,24.85,25.521,4,Zupy,8.074,12.101,12.601,3,Daxy,4.359,5.947,6.815,3,,,,,,,,,,,,,,,,,,,,,Yes,No,Three,Trying to decipher a foreign language,No,939222,cb,Denial,Incong,,truck,daxy
18/08/2019 13:26,18/08/2019 13:31,IP Address,68.126.192.130,100,281,TRUE,18/08/2019 13:31,R_2rBIow6urmvZrax,,,,,38.61419678,-90.29100037,anonymous,EN,A2M09UDD3C3R0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,90.959,0,,,,,,,,,Stay away,5.745,5.745,7.335,1,Touch,7.693,9.349,10.938,2,,,,,,,,,,,,,,,,,,,,,Truck,10.599,14.719,16.733,2,Bucket,11.477,18.713,21.891,4,Daxy,12.4,15.313,21.483,2,Zupy,8.046,10.298,12.77,2,no,yes,Three,methods for learning language,one video instead of two,911287,cb,Denial,Cong,,bucket,zupy
18/08/2019 13:26,18/08/2019 13:31,IP Address,40.138.160.56,100,315,TRUE,18/08/2019 13:31,R_vTCnH62jwjYJWFj,,,,,34.20150757,-84.42220306,anonymous,EN,A13DKPCP0O48WN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,89.014,0,,,,,Stay away,7.887,12.143,13.183,3,Touch,5.47,12.399,12.774,4,Bucket,8.684,12.189,12.964,2,Truck,39.436,44.796,45.642,2,Zupy,13.352,14.544,16.3,2,Daxy,7.924,7.924,8.639,1,,,,,,,,,,,,,,,,,,,,,No,Yes,Three,If we could understand another language.,,104354,cb,Denial,Neutral,,truck,daxy
18/08/2019 13:26,18/08/2019 13:32,IP Address,47.153.164.51,100,333,TRUE,18/08/2019 13:32,R_uk177lT7SMpqWE9,,,,,33.66470337,-117.966301,anonymous,EN,A2B0IPKPO9Y9WI,,,,,,,,,,,,,,,,,,,,,,,,,0,0,91.273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,13.708,20.13,21.749,5,Touch,2.295,8.158,9.143,2,,,,,,,,,,,,,,,,,,,,,Bucket,6.36,14.038,15.264,3,Truck,7.541,8.511,10.382,2,Zupy,5.832,5.832,8.293,1,Zupy,12.387,16.745,18.201,2,yes,no,Three,To reconginze if a language is still understanable to others based off the nature of tone and visualization.,I believe the survey wasn't to hard and should be kept the way it is.,364625,original,Denial,Cong,,bucket,zupy
18/08/2019 13:26,18/08/2019 13:32,IP Address,71.212.209.233,100,367,TRUE,18/08/2019 13:32,R_1IRYygpiEjc0Mnl,,,,,47.38800049,-122.1931992,anonymous,EN,A1MMC6X3ZNJ9OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,140.661,0,Stay away,9.729,9.729,12.047,1,Touch,14.725,14.725,16.464,1,,,,,,,,,,,,,,,,,,,,,Truck,6.751,6.751,8.707,1,Bucket,26.594,26.594,27.621,1,Daxy,20.388,20.388,22,1,Daxy,7.308,7.308,9.184,1,zuppy,daxy,Three,language,no,120761,cb,Denial,Incong,,bucket,zupy
18/08/2019 13:26,18/08/2019 13:32,IP Address,68.77.157.134,100,360,TRUE,18/08/2019 13:32,R_3kAM0ecyHekS8UI,,,,,32.80079651,-96.78839874,anonymous,EN,A1BBZ5EMNSCZJR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.124,136.214,137.233,3,,,,,,,,,Touch,1.326,3.059,4.01,2,Stay away,1.881,3.208,4.784,2,Bucket,2.494,30.801,31.77,5,Bucket,3.202,4.59,5.378,2,Daxy,2.07,3.261,4.212,2,Zupy,1.623,2.815,5.042,2,,,,,,,,,,,,,,,,,,,,,Not sure exactly.,Not sure exactly.,Three,Our feelings and thoughts.,No not really.,269153,cb,Denial,Cong,,truck,daxy
18/08/2019 13:26,18/08/2019 13:32,IP Address,24.101.145.230,100,354,TRUE,18/08/2019 13:32,R_2dFHm92jzh5E5WJ,,,,,40.70050049,-80.03579712,anonymous,EN,AY2U544TCVPMQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,73.563,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,4.912,9.716,10.43,2,Stay away,5.188,5.188,5.935,1,Truck,3.946,12.586,13.536,3,Bucket,147.415,154.806,155.611,2,Daxy,5.477,6.535,7.17,3,Zupy,5.467,9.011,9.725,2,,,,,,,,,,,,,,,,,,,,,Yes,No,Three,Understanding language through context.,No suggestions.,834290,original,Denial,Neutral,,truck,daxy
18/08/2019 13:28,18/08/2019 13:32,IP Address,71.178.202.60,100,274,TRUE,18/08/2019 13:32,R_4MViOsX75pibnvr,,,,,39.10899353,-77.24890137,anonymous,EN,A5N551A5UQ4G2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.076,87.801,89.643,5,,,,,,,,,Stay away,2.914,32.569,33.664,9,Stay away,4.468,8.969,9.501,3,,,,,,,,,,,,,,,,,,,,,Bucket,6.661,15.055,16.018,7,Truck,1.286,19.971,21.189,8,Zupy,2.637,4.338,6.063,3,Daxy,0.683,2.033,3.055,2,bucket,truck,Three,,,412363,cb,Denial,Cong,,bucket,zupy
18/08/2019 13:28,18/08/2019 13:32,IP Address,172.58.139.241,100,246,TRUE,18/08/2019 13:32,R_3MhT9rPh5knyfqQ,,,,,41.97349548,-87.86579895,anonymous,EN,AGRKG3YT3KMD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,123.478,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,4.179,4.179,6.632,1,Touch,4.16,4.16,4.716,1,,,,,,,,,,,,,,,,,,,,,Bucket,9.073,13.418,14.318,2,Truck,14.903,20.832,22.141,2,Zupy,2.965,5.445,6.089,2,Daxy,10.125,10.125,12.144,1,no / don't,yes / do,Three,perceptions of language,,743025,original,Denial,Incong,,bucket,zupy
18/08/2019 13:26,18/08/2019 13:32,IP Address,72.207.229.217,100,374,TRUE,18/08/2019 13:32,R_DoXYhnYsKc9cZWN,,,,,30.40420532,-91.14309692,anonymous,EN,AXJYGUTPJ6YC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,119.781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,24.934,24.934,26.242,1,Touch,9.866,11.77,13.103,2,Bucket,2.825,14.368,19.732,2,Truck,7.118,22.23,23.279,3,Zupy,5.038,15.726,17.537,2,Daxy,1.802,8.441,9.39,2,,,,,,,,,,,,,,,,,,,,,No,Yes,Three,A study about language cognition based on a few examples of the sound with illustrations. ,,319993,original,Denial,Incong,,truck,daxy
18/08/2019 13:29,18/08/2019 13:33,IP Address,162.193.23.43,100,236,TRUE,18/08/2019 13:33,R_2YrAvAiVpHRADwS,,,,,29.70089722,-95.58850098,anonymous,EN,A1ATL3G98SFW4V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.54,82.676,83.288,3,,,,,Stay away,2.911,5.781,6.729,2,Touch,3.381,12.365,14.828,2,Bucket,5.713,28.431,29.097,3,Truck,7.662,7.662,9.705,1,Zupy,3.274,4.734,5.465,2,Daxy,4.108,10.535,11.131,2,,,,,,,,,,,,,,,,,,,,,no,yes,Three,It was about learning a foreign langauge,No,659416,cb,Denial,Neutral,,truck,daxy
18/08/2019 13:27,18/08/2019 13:33,IP Address,68.98.76.63,100,325,TRUE,18/08/2019 13:33,R_zehGJSzpUgeaVLb,,,,,33.31990051,-112.0675964,anonymous,EN,A1CE3DR200PXSS,,,,,,,,,,,,,,,,,,,,,,,,,0,0,85.181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,5.322,5.322,7.155,1,Stay away,7.426,7.857,13.275,2,Truck,15.699,15.699,23.422,1,Bucket,6.583,14.341,17.455,3,Daxy,6.58,8.87,13.984,3,Zupy,21.946,21.946,32.358,1,,,,,,,,,,,,,,,,,,,,,yes,no,Three,How people are able to learn yes and no in a new language. ,I enjoyed participating and everything ran smoothly. ,748325,original,Denial,Cong,,truck,daxy
18/08/2019 13:28,18/08/2019 13:33,IP Address,187.163.96.116,100,292,TRUE,18/08/2019 13:33,R_2YmEAKBgwSxmps4,,,,,20.63549805,-103.3498993,anonymous,EN,A3C81THYYSBGVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,89.086,0,,,,,,,,,Stay away,4.47,4.47,5.936,1,Touch,10.113,10.113,11.431,1,Bucket,23.08,65.613,66.753,4,Truck,8.278,9.048,9.957,2,Zupy,6.405,8.642,9.887,2,Daxy,5.675,5.675,6.882,1,,,,,,,,,,,,,,,,,,,,,No,Yes,Three,To see the understanding of a foreign language given the context or tone of voice.,It was good!,891081,cb,Denial,Cong,,truck,daxy
18/08/2019 13:28,18/08/2019 13:33,IP Address,67.161.125.180,100,282,TRUE,18/08/2019 13:33,R_2rrq2PV8kHBtS9B,,,,,47.63479614,-122.3451004,anonymous,EN,A14RBE72CXZIF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,74.474,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,8.485,8.485,9.954,1,Stay away,4.289,5.101,5.899,2,,,,,,,,,,,,,,,,,,,,,Bucket,6.788,6.788,8.738,1,Truck,25.494,25.494,27.017,1,Zupy,9.606,10.438,11.325,2,Daxy,5.697,5.697,6.505,1,Yes/Go ahead,No/Don't,Three,How quickly people can infer language from context,"Seems rather simplistic, I don't see man people failing this so maybe increase the difficulty. ",299636,original,Denial,Neutral,,bucket,zupy
18/08/2019 13:27,18/08/2019 13:33,IP Address,107.181.164.110,100,393,TRUE,18/08/2019 13:33,R_3DkfjyLyw1d1Pvj,,,,,25.82949829,-80.29270172,anonymous,EN,A1H7L27KA1ILSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26,83.294,124.135,3,Touch,3.306,6.851,7.501,3,Stay away,0.613,7.717,8.489,6,Truck,5.641,13.426,14.349,3,Truck,4.278,7.198,8.049,4,Daxy,5.088,10.489,11.178,5,Zupy,15.314,24.011,25.831,3,,,,,,,,,,,,,,,,,,,,,"""Bei"" would refer to the opposite action of ""Sha"" bone, is the same as saying ""Yes""","""Sha"" would refer to denying or simply saying ""no.""",Three,Study my opinions,No,942484,cb,Denial,Incong,,truck,daxy
18/08/2019 13:29,18/08/2019 13:33,IP Address,76.220.76.169,100,250,TRUE,18/08/2019 13:33,R_3KCukFdNHOFacCQ,,,,,38.00309753,-121.9171982,anonymous,EN,A2WW9N0UM8PB7M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,81.283,0,Touch,9.661,12.645,15.529,2,Stay away,5.53,5.53,6.799,1,Bucket,5.785,5.785,6.663,1,Truck,11.031,11.031,13.783,1,Zupy,6.695,8.145,8.492,3,Daxy,14.8,20.031,21.253,2,,,,,,,,,,,,,,,,,,,,,good,bad,Three,word association,,971465,cb,Denial,Incong,,truck,daxy
18/08/2019 13:26,18/08/2019 13:33,IP Address,97.94.173.218,100,463,TRUE,18/08/2019 13:34,R_3kaJK1irHdCZtTj,,,,,33.86810303,-118.1831055,anonymous,EN,A2AGQGMZVSZVUJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.594,111.618,112.697,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,48.809,50.548,51.604,2,Touch,4.4,25.473,26.55,2,Truck,3.877,8.903,14.128,2,Bucket,3.954,5.285,6.697,2,Zupy,16.995,18.229,19.352,2,Daxy,50.434,51.563,66.497,2,,,,,,,,,,,,,,,,,,,,,tool,bucket,Three,learning languages,,51186,original,Denial,Incong,,truck,daxy
18/08/2019 13:27,18/08/2019 13:34,IP Address,67.176.65.163,100,402,TRUE,18/08/2019 13:34,R_OlO7WK7lWbcLixP,,,,,39.73880005,-104.9868011,anonymous,EN,AP9GRAU77J5G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,103.879,0,,,,,,,,,Stay away,6.36,6.36,7.269,1,Touch,5.052,5.052,6.18,1,Bucket,21.655,22.999,23.649,2,Truck,5.933,8.418,9.283,2,Zupy,5.721,6.949,7.891,2,Daxy,12.789,16.19,19.225,3,,,,,,,,,,,,,,,,,,,,,No,Yes,Three,how people link new words with their meaning,,603428,cb,Denial,Cong,,truck,daxy
18/08/2019 13:29,18/08/2019 13:34,IP Address,99.113.71.244,100,275,TRUE,18/08/2019 13:34,R_3rYeFWQMHgpwcmk,,,,,38.55589294,-121.7391052,anonymous,EN,A28JIRAZSFW0FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,78.366,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,6.687,7.655,10.528,2,Stay away,16.198,17.751,18.691,3,,,,,,,,,,,,,,,,,,,,,Bucket,18.924,27.351,28.312,5,Bucket,12.329,12.734,14.573,2,Daxy,8.694,12.215,14.448,3,Zupy,4.302,10.861,11.912,3,no,yes,Three,whether words that sound like yes or no are interpreted similarly ,nope!,435735,original,Denial,Neutral,,bucket,zupy
18/08/2019 13:27,18/08/2019 13:34,IP Address,67.250.34.170,100,402,TRUE,18/08/2019 13:34,R_3PB3yt2wKHIsj3s,,,,,40.71490479,-73.98930359,anonymous,EN,A2JTSH1VPJQ8FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.836,14.836,86.188,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,9.168,9.168,11.644,1,Stay away,31.513,31.513,36.448,1,Truck,28.031,28.031,29.847,1,Bucket,9.036,9.852,11.675,2,Daxy,25.828,25.828,27.77,1,Zupy,13.245,13.245,18.696,1,,,,,,,,,,,,,,,,,,,,,it means right or correct,it means wrong or incorrect,Three,trying to interpret and understand what david's mother was saying,none,71587,original,Denial,Neutral,,truck,daxy
18/08/2019 13:29,18/08/2019 13:34,IP Address,75.176.83.168,100,315,TRUE,18/08/2019 13:34,R_0SZRNjcR4OvRn69,,,,,33.97390747,-81.23449707,anonymous,EN,A2O7LNRIBPIHAF,,,,,,,,,,,,,,,,,,,,,,,,,0,0,90.234,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,24.325,24.325,25.719,1,Stay away,6.926,6.926,7.862,1,Truck,16.621,16.621,18.566,1,Truck,26.011,28.211,29.812,2,Daxy,5.93,5.93,7.067,1,Zupy,11.522,16.818,18.689,2,,,,,,,,,,,,,,,,,,,,,Yes,No,Three,Understanding language,All good. thank you.,688996,original,Denial,Cong,,truck,daxy
18/08/2019 13:32,18/08/2019 13:34,IP Address,98.163.31.97,100,146,TRUE,18/08/2019 13:34,R_8prEWGGKaQd4CFH,,,,,37.25840759,-79.98069763,anonymous,EN,A2BW6WD7LZ9EGV,,,,,,,,,,,,,,,,,,,,,,,,,0,0,77.134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch,2.348,2.348,2.77,1,Stay away,2.752,2.752,3.287,1,Truck,6.341,8.125,8.516,3,Bucket,1.983,1.983,2.463,1,Daxy,0,0,2.744,0,Zupy,7.101,7.101,8.86,1,,,,,,,,,,,,,,,,,,,,,yes,no,Three,I don't know,No,561267,original,Denial,Cong,,truck,daxy
18/08/2019 13:30,18/08/2019 13:34,IP Address,69.59.72.252,100,240,TRUE,18/08/2019 13:34,R_2735IgO3wHk0kdr,,,,,37.34759521,-119.6448975,anonymous,EN,A1DJEWE7PY7YQX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.317,76.499,82.433,3,,,,,,,,,Stay away,4.686,4.686,6.282,1,Stay away,6.521,6.521,7.341,1,,,,,,,,,,,,,,,,,,,,,Bucket,15.173,15.173,16.876,1,Bucket,10.775,10.775,12.063,1,Daxy,9.015,10.191,11.055,2,Daxy,9.301,9.301,10.32,1,yes,no,Three,Maybe it has something to do with the meaning of words and imparting something through intonation.,No.,371071,cb,Denial,Cong,,bucket,zupy
18/08/2019 13:30,18/08/2019 13:34,IP Address,71.65.162.11,100,289,TRUE,18/08/2019 13:34,R_9pOsLAJhptSrjPj,,,,,35.98060608,-78.84259796,anonymous,EN,AJ0A6SN2IVNMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,91.662,0,,,,,Stay away,1.732,15.186,16.434,4,Touch,1.837,4.078,5.666,2,Bucket,1.293,5.657,9.358,2,Truck,6.631,13.465,14.925,3,Zupy,2.13,7.066,8.463,3,Daxy,30.868,40.574,41.673,4,,,,,,,,,,,,,,,,,,,,,no,yes,Three,understanding of different languages,no,51260,cb,Denial,Neutral,,truck,daxy
18/08/2019 13:28,18/08/2019 13:35,IP Address,24.163.19.57,100,383,TRUE,18/08/2019 13:35,R_sNiqY2s6cEWUrFD,,,,,36.03300476,-80.39160156,anonymous,EN,A3HQXCWOIQKT4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,86.438,0,,,,,Stay away,8.28,10.875,13.353,2,Stay away,5.169,11.093,16.102,2,Bucket,4.246,6.424,11.143,2,Truck,5.921,20.362,26.441,2,Zupy,3.808,17.655,19.782,3,Zupy,3.613,22.49,64.45,2,,,,,,,,,,,,,,,,,,,,,Yes,No,Three,How we interpret a made-up word and it's meaning.,No,586693,cb,Denial,Neutral,,truck,daxy
18/08/2019 13:28,18/08/2019 13:35,IP Address,104.11.61.83,100,380,TRUE,18/08/2019 13:35,R_2CpHaFT3uDyFdyl,,,,,37.95770264,-122.0756989,anonymous,EN,A8KX1HFH8NE2Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,112.96,113.943,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stay away,9.655,57.223,58.095,5,Touch,5.628,5.628,6.987,1,Bucket,3.94,8.396,10.257,4,Truck,8.445,14.197,14.932,3,Zupy,6.367,12.919,14.084,5,Daxy,6.371,7.874,8.598,3,,,,,,,,,,,,,,,,,,,,,No,Yes,Three,I think that this study is trying to understand how participants interpret language based on vocal responses and facial expressions.,Thanks for the opportunity to participate and good luck with your research!,616036,original,Denial,Incong,,truck,daxy
