StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q150_First Click,Q150_Last Click,Q150_Page Submit,Q150_Click Count,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q158_First Click,Q158_Last Click,Q158_Page Submit,Q158_Click Count,Q154_First Click,Q154_Last Click,Q154_Page Submit,Q154_Click Count,Q114_First Click,Q114_Last Click,Q114_Page Submit,Q114_Click Count,ProhTouch,ProhTouchTime_First Click,ProhTouchTime_Last Click,ProhTouchTime_Page Submit,ProhTouchTime_Click Count,ProhAway,ProhAwayTime_First Click,ProhAwayTime_Last Click,ProhAwayTime_Page Submit,ProhAwayTime_Click Count,NonexiTrTruck,NonexiTrTruckTime_First Click,NonexiTrTruckTime_Last Click,NonexiTrTruckTime_Page Submit,NonexiTrTruckTime_Click Count,NonexiTrBucket,NonexiTrBucketTime_First Click,NonexiTrBucketTime_Last Click,NonexiTrBucketTime_Page Submit,NonexiTrBucketTime_Click Count,DenialDaDaxy,DenialDaDaxyTime_First Click,DenialDaDaxyTime_Last Click,DenialDaDaxyTime_Page Submit,DenialDaDaxyTime_Click Count,DenialDaZupy,DenialDaZupyTime_First Click,DenialDaZupyTime_Last Click,DenialDaZupyTime_Page Submit,DenialDaZupyTime_Click Count,NonexiBuBucket,NonexiBuBucketTime_First Click,NonexiBuBucketTime_Last Click,NonexiBuBucketTime_Page Submit,NonexiBuBucketTime_Click Count,NonexiBuTruck,NonexiBuTruckTime_First Click,NonexiBuTruckTime_Last Click,NonexiBuTruckTime_Page Submit,NonexiBuTruckTime_Click Count,DenialZuZupy,DenialZuZupyTime_First Click,DenialZuZupyTime_Last Click,DenialZuZupyTime_Page Submit,DenialZuZupyTime_Click Count,DenialZuDaxy,DenialZuDaxyTime_First Click,DenialZuDaxyTime_Last Click,DenialZuDaxyTime_Page Submit,DenialZuDaxyTime_Click Count,Bei_meaning,Sha_meaning,catch,what about,improving,mTurkCode,Word,TrainingType,Emotions,Create New Field or Choose From Dropdown...,NEcounterbalance,DNcounterbalance
11/7/19 19:52,11/7/19 19:56,IP Address,100,241,TRUE,11/7/19 19:56,R_UWM8f0Fg0LuSE1P,,,,,anonymous,EN,,,,,0,0,70.737,0,,,,,,,,,,,,,,,,,Touch,4.939,9.027,9.37,4,Stay away,10.37,12.842,14.982,2,,,,,,,,,,,,,,,,,,,,,Bucket,5.876,10.98,13.101,2,Bucket,3.809,11.41,12.087,3,Daxy,3.598,4.646,6.707,2,Zupy,6.467,19.211,20.53,2,Yes,No,Three,How people learn languages,Facial expression to more accurately portray what the word means,525488,original,Proh,Incong_Neg_Aff,,bucket,zupy
11/7/19 19:51,11/7/19 19:56,IP Address,100,277,TRUE,11/7/19 19:56,R_3oNkcV3vCJQOgGq,,,,,anonymous,EN,39.776,83.518,84.811,8,,,,,,,,,,,,,,,,,,,,,Stay away,4.918,5.498,6.611,2,Touch,7.614,8.13,9.467,2,,,,,,,,,,,,,,,,,,,,,Truck,10.689,11.769,13.545,2,Bucket,2.819,12.467,14.767,6,Daxy,2.832,30.214,31.271,6,Zupy,6.112,7.536,10.086,2,no,yes,Three,It's seeing how observant we are.,,443364,original,Proh,Incong_Pos_Neg,,bucket,zupy
11/7/19 19:53,11/7/19 19:56,IP Address,100,225,TRUE,11/7/19 19:56,R_1C8uAQRzxPCDgGl,,,,,anonymous,EN,,,,,,,,,43.049,78.295,80.614,2,,,,,,,,,,,,,Touch,5.494,5.494,6.556,1,Stay away,13.339,15.457,17.612,3,,,,,,,,,,,,,,,,,,,,,Bucket,5.654,5.654,6.831,1,Truck,5.435,21.673,23.325,2,Zupy,7.191,7.191,8.617,1,Daxy,3.954,3.954,5.248,1,all good,stay away or don't touch,Three,Language and tones,no,144164,original,Proh,Neutral,,bucket,zupy
11/7/19 19:54,11/7/19 19:57,IP Address,100,195,TRUE,11/7/19 19:57,R_NWm334haA0Z8Zod,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,66.94,66.94,67.352,1,Touch,0.65,1.218,1.93,2,Touch,3.299,3.299,4.18,1,,,,,,,,,,,,,,,,,,,,,Truck,2.171,3.027,6.609,2,Bucket,1.27,4.03,4.331,3,Daxy,1.039,1.484,2.111,2,Daxy,2.208,2.208,2.977,1,touch,stay away,Three,learning a language ,no,263165,cb,Proh,Neutral,,bucket,zupy
11/7/19 19:53,11/7/19 19:57,IP Address,100,281,TRUE,11/7/19 19:57,R_3qvvUtHtGF4Mo4y,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,50.272,50.272,74.84,1,Stay away,5.226,5.79,9.064,2,Touch,5.356,5.356,6.194,1,Bucket,13.762,13.762,17.175,1,Truck,39.093,39.587,40.278,2,Zupy,30.412,31.443,34.096,2,Daxy,5.129,32.994,34.215,3,,,,,,,,,,,,,,,,,,,,,no,yes,Three,language,none,218706,cb,Proh,Neutral,,truck,daxy
11/7/19 19:52,11/7/19 19:58,IP Address,100,349,TRUE,11/7/19 19:58,R_29bJ5IqMsN1jTHp,,,,,anonymous,EN,,,,,3.99,77.946,79.689,7,,,,,,,,,,,,,,,,,Stay away,3.231,16.601,19.269,3,Touch,7.763,7.763,9.794,1,Bucket,8.122,20.436,23.115,2,Truck,12.786,55.245,56.601,5,Zupy,10.366,13.035,14.767,2,Zupy,8.804,26.63,27.822,3,,,,,,,,,,,,,,,,,,,,,no,yes,Three,understanding the work with the expression on the mother's face,none,102777,original,Proh,Incong_Neg_Aff,,truck,daxy
11/7/19 19:54,11/7/19 19:59,IP Address,100,297,TRUE,11/7/19 19:59,R_3jVbaGajQbPpNB9,,,,,anonymous,EN,,,,,,,,,,,,,,,,,3.249,3.249,69.707,1,,,,,Stay away,10.055,13.85,15.134,2,Stay away,2.885,8.498,10.249,3,Truck,3.57,3.57,6.031,1,Truck,2.702,19.072,19.661,3,Daxy,4.132,4.892,8.979,2,Zupy,3.3,12.781,13.482,3,,,,,,,,,,,,,,,,,,,,,touch,don't touch,Three,I am not sure.,Everything was perfect as is.,483818,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 19:53,11/7/19 20:00,IP Address,100,437,TRUE,11/7/19 20:00,R_2tgluaZfZmNA24y,,,,,anonymous,EN,,,,,6.275,81.322,83.45,6,,,,,,,,,,,,,,,,,Touch,3.605,11.135,12.763,4,Stay away,2.998,12.765,14.995,4,Bucket,9.698,30.45,32.375,4,Bucket,2.704,16.446,18.72,4,Daxy,18.046,25.829,27.407,4,Zupy,2.941,14.163,15.625,6,,,,,,,,,,,,,,,,,,,,,yes,no,Three,"recognizing ""word"" meanings by observation",n/a,159376,original,Proh,Incong_Neg_Aff,,truck,daxy
11/7/19 19:59,11/7/19 20:03,IP Address,100,246,TRUE,11/7/19 20:03,R_RCYn2iVttWWzOmZ,,,,,anonymous,EN,,,,,,,,,,,,,0,0,66.065,0,,,,,,,,,Stay away,2.551,4.574,5.452,2,Touch,19.383,20.026,20.677,3,Bucket,9.825,10.957,11.666,3,Truck,12.825,15.822,16.452,2,Daxy,3.825,5.623,7.08,2,Daxy,3.514,16.808,17.344,3,,,,,,,,,,,,,,,,,,,,,no,yes,Three,To examine how people perceive another language based off of audio and visual cues.,"No, everything was fine.",399765,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 19:57,11/7/19 20:04,IP Address,100,457,TRUE,11/7/19 20:04,R_3ix57ZlG8BP0Qpn,,,,,anonymous,EN,,,,,,,,,0,0,81.797,0,,,,,,,,,,,,,Touch,19.762,19.762,20.893,1,Stay away,17.161,17.161,17.982,1,,,,,,,,,,,,,,,,,,,,,Truck,33.794,60.936,62.987,2,Truck,11.85,37.473,53.164,3,Daxy,25.519,27.912,28.813,3,Zupy,13.548,20.807,22.129,2,yes,no,Three,language interpretation,no,711176,original,Proh,Neutral,,bucket,zupy
11/7/19 20:02,11/7/19 20:06,IP Address,100,232,TRUE,11/7/19 20:06,R_1flnhN76ItplUzK,,,,,anonymous,EN,,,,,,,,,,,,,,,,,0,0,74.036,0,,,,,Touch,4.753,4.753,5.88,1,Stay away,5.671,5.671,6.521,1,Truck,26.145,26.145,27.559,1,Bucket,14.805,14.805,15.869,1,Daxy,11.849,11.849,13.946,1,Zupy,9.275,9.275,10.13,1,,,,,,,,,,,,,,,,,,,,,yes,no,Three,Language stuff?  Not sure exactly.,,451156,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 20:01,11/7/19 20:06,IP Address,100,283,TRUE,11/7/19 20:06,R_1qfU7kBeseSORIq,,,,,anonymous,EN,,,,,22.635,40.053,72.02,3,,,,,,,,,,,,,,,,,Stay away,3.743,12.098,12.843,3,Touch,1.45,8.932,9.721,4,Bucket,1.355,36.428,37.046,6,Truck,2.354,7.151,9.358,3,Zupy,2.857,8.492,9.42,3,Daxy,3.209,7.377,9.637,2,,,,,,,,,,,,,,,,,,,,,no,yes,Three,Studying how phonetics effect language perception,No problems.,817128,original,Proh,Incong_Neg_Aff,,truck,daxy
11/7/19 19:58,11/7/19 20:08,IP Address,100,602,TRUE,11/7/19 20:08,R_4SeBvRfILBaJE5P,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0,0,107.863,0,Stay away,7.728,7.728,12.884,1,Touch,11.1,11.1,13.873,1,,,,,,,,,,,,,,,,,,,,,Truck,29.829,40.895,45.741,2,Bucket,19.302,22.242,23.231,2,Daxy,16.58,16.58,18.223,1,Zupy,21.56,23.465,24.61,2,No,Yes,Three,I think this study is about how people learn. In the case of this study how people learn different languages. ,"No, it seemed clear to follow and was interesting. ",251516,cb,Proh,Neutral,,bucket,zupy
11/7/19 20:01,11/7/19 20:08,IP Address,100,414,TRUE,11/7/19 20:08,R_2q8gopXzuF8Sh9p,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0,0,63.284,0,Stay away,2.294,3.2,5.383,2,Touch,3.015,5.693,6.625,5,,,,,,,,,,,,,,,,,,,,,Truck,9.044,13.6,15.082,4,Bucket,4.944,10.875,11.987,3,Daxy,15.649,18.447,23.085,2,Zupy,7.267,9.254,10.799,2,No/is not,Yes/is,Three,"To see if people can determine language from context, and how they do it (?)","This was so fun. This was so cool. I want more of this, I am a big language nerd, shaa :)",279748,cb,Proh,Neutral,,bucket,zupy
11/7/19 20:02,11/7/19 20:16,IP Address,100,805,TRUE,11/7/19 20:16,R_3qR1iaxT16EjzoN,,,,,anonymous,EN,49.882,49.882,100.525,1,,,,,,,,,,,,,,,,,,,,,Touch,7.877,7.877,9.235,1,Stay away,14.979,14.979,16.324,1,Bucket,19.607,19.607,20.745,1,Truck,17.827,17.827,19.866,1,Daxy,10.842,10.842,12.137,1,Zupy,8.183,8.183,9.498,1,,,,,,,,,,,,,,,,,,,,,you can touch it,stay away,Three,personal instinct,none,435773,original,Proh,Incong_Pos_Neg,,truck,daxy
11/7/19 20:01,11/7/19 20:20,IP Address,100,1167,TRUE,11/7/19 20:20,R_sA0QfMIQvFKEmnT,,,,,anonymous,EN,0,0,138.403,0,,,,,,,,,,,,,,,,,,,,,Stay away,7.06,7.06,7.961,1,Touch,6.523,6.523,8.586,1,,,,,,,,,,,,,,,,,,,,,Truck,8.044,9.613,15.469,2,Bucket,5.628,11.804,13.121,2,Daxy,11.983,11.983,13.28,1,Zupy,11.935,17.952,20.793,2,"no, stay away",okay,Three,If we could figure out the language. ,no,871330,original,Proh,Incong_Pos_Neg,,bucket,zupy
11/7/19 20:17,11/7/19 20:21,IP Address,100,240,TRUE,11/7/19 20:21,R_2wMHh7ZiCSJTK2u,,,,,anonymous,EN,,,,,,,,,,,,,,,,,0,0,62.2,0,,,,,Touch,6.164,6.164,7.155,1,Touch,8.625,8.625,9.827,1,Truck,10.174,10.174,11.256,1,Bucket,21.248,27.417,29.657,2,Daxy,6.064,6.064,7.6,1,Zupy,13.796,13.796,14.946,1,,,,,,,,,,,,,,,,,,,,,touch,stay away,Three,inferring meaning from another language ,,856195,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 19:53,11/7/19 20:25,IP Address,100,1890,TRUE,11/7/19 20:25,R_XTVfzGckckZwHL3,,,,,anonymous,EN,,,,,,,,,,,,,1.133,1.837,929.646,4,,,,,,,,,Stay away,6.494,13.767,17.055,2,Touch,3.596,6.324,7.859,2,,,,,,,,,,,,,,,,,,,,,Truck,1.229,25.078,31.555,7,Bucket,4.549,45.782,68.245,5,Daxy,8.885,8.885,10.394,1,Zupy,5.848,20.4,26.804,2,no or stay away,yes or touch it,Three,learning new words ,none,981769,cb,Proh,Incong_cb_Pos_Neg,,bucket,zupy
11/7/19 20:22,11/7/19 20:26,IP Address,100,210,TRUE,11/7/19 20:26,R_DoShngXNBI640wx,,,,,anonymous,EN,,,,,0,0,64.579,0,,,,,,,,,,,,,,,,,Touch,6.189,6.189,7.109,1,Stay away,8.386,9.156,9.835,3,,,,,,,,,,,,,,,,,,,,,Bucket,6.917,7.691,8.372,3,Truck,18.067,18.067,23.65,1,Zupy,21.649,31.754,32.1,8,Daxy,5.015,5.323,6.032,2,YES,NO,Three,I DONT KNOW.,,208663,original,Proh,Incong_Neg_Aff,,bucket,zupy
11/7/19 20:29,11/7/19 20:34,IP Address,100,304,TRUE,11/7/19 20:34,R_3Gv1BtAcdBmsqNv,,,,,anonymous,EN,0,0,80.503,0,,,,,,,,,,,,,,,,,,,,,Touch,5.547,11.566,12.477,2,Stay away,7.884,7.884,9.313,1,,,,,,,,,,,,,,,,,,,,,Bucket,19.949,19.949,21.196,1,Truck,15.783,15.783,17.018,1,Zupy,2.733,2.733,19.065,1,Daxy,11.585,13.077,14.008,2,yes,no,Three,If we can guess the meanings even though presented in a confusing manner.,"Not sure, it was very confusing.",777134,original,Proh,Incong_Pos_Neg,,bucket,zupy
11/7/19 20:26,11/7/19 20:38,IP Address,100,721,TRUE,11/7/19 20:38,R_UXPvrWzhqrfMatz,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0,0,599.468,0,Touch,2.599,2.599,3.682,1,Stay away,2.984,2.984,3.783,1,Bucket,1.816,1.816,2.63,1,Bucket,1.865,2.494,3.215,2,Daxy,5.416,5.416,6.525,1,Daxy,9.19,9.19,9.911,1,,,,,,,,,,,,,,,,,,,,,yes,yes,Three,nice,nice,109909,cb,Proh,Neutral,,truck,daxy
11/7/19 20:34,11/7/19 20:39,IP Address,100,271,TRUE,11/7/19 20:39,R_262Rpqf4oZLXARQ,,,,,anonymous,EN,,,,,,,,,,,,,0,0,78.733,0,,,,,,,,,Stay away,8.442,8.442,9.439,1,Touch,11.773,11.773,12.982,1,,,,,,,,,,,,,,,,,,,,,Truck,15.375,15.375,17.429,1,Bucket,8.647,8.647,12.8,1,Daxy,21.225,21.225,23.255,1,Zupy,5.214,6.888,8.36,2,no,yes,Three,unsure,no,152563,cb,Proh,Incong_cb_Pos_Neg,,bucket,zupy
11/7/19 20:32,11/7/19 20:40,IP Address,100,473,TRUE,11/7/19 20:40,R_3dW9EGMkywDmGSK,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0.979,75.255,76.131,7,Stay away,1.791,4.485,5.751,2,Stay away,1.616,6.507,7.193,3,Bucket,2.064,21.751,22.341,6,Bucket,1.369,24.916,25.576,7,Zupy,0.976,13.292,15.056,5,Zupy,9.068,15.894,17.663,2,,,,,,,,,,,,,,,,,,,,,stay away,it's okay to touch,Three,to see how we can communicate with each other when we don't understand the language?,no suggestions,416971,cb,Proh,Neutral,,truck,daxy
11/7/19 20:37,11/7/19 20:42,IP Address,100,318,TRUE,11/7/19 20:42,R_e4gyFUtU2CEnJK1,,,,,anonymous,EN,,,,,,,,,55.786,55.786,72.385,1,,,,,,,,,,,,,Touch,2.303,7.671,8.684,2,Stay away,1.493,5.245,6.095,3,,,,,,,,,,,,,,,,,,,,,Truck,1.583,7.991,8.751,2,Bucket,14.153,41.68,42.468,2,Daxy,1.66,6.836,7.701,2,Zupy,1.791,6.135,6.954,2,touch,don't touch,Three,not sure sorry,nope but thanks,780238,original,Proh,Neutral,,bucket,zupy
11/7/19 19:58,11/7/19 20:42,IP Address,100,2637,TRUE,11/7/19 20:42,R_3L8VmsdncePz81H,,,,,anonymous,EN,,,,,,,,,0,0,173.024,0,,,,,,,,,,,,,Stay away,10.091,28.595,30.7,2,Touch,11.195,11.195,17.628,1,Truck,122.722,171.953,174.693,11,Truck,15.533,28.011,29.524,4,Zupy,63.527,486.543,490.642,3,Daxy,9.605,9.605,11.552,1,,,,,,,,,,,,,,,,,,,,,Time,What,Three,Good,None,78708,original,Proh,Neutral,,truck,daxy
11/7/19 20:30,11/7/19 20:45,IP Address,100,927,TRUE,11/7/19 20:45,R_1rxHr3qe5mZGL8I,,,,,anonymous,EN,0,0,84.824,0,,,,,,,,,,,,,,,,,,,,,Touch,32.88,42.791,49.061,4,Stay away,33.337,33.337,34.87,1,Truck,12.722,12.722,14.581,1,Truck,6.291,32.86,36.275,2,Daxy,4.16,4.16,6.484,1,Daxy,10.503,10.503,13.511,1,,,,,,,,,,,,,,,,,,,,,at,what,Three,A mother understands her son well,My congratulations on further development,640042,original,Proh,Incong_Pos_Neg,,truck,daxy
11/7/19 20:44,11/7/19 20:46,IP Address,100,170,TRUE,11/7/19 20:46,R_1FPW4UmI3Mz8Rps,,,,,anonymous,EN,,,,,0,0,61.789,0,,,,,,,,,,,,,,,,,Touch,7.614,7.614,11.867,1,Stay away,6.428,6.428,6.934,1,Truck,5.335,8.503,8.84,2,Bucket,7.305,7.305,7.897,1,Daxy,5.384,5.384,6.015,1,Zupy,5.639,5.639,5.987,1,,,,,,,,,,,,,,,,,,,,,yes,no,Three,not sire,none,492544,original,Proh,Incong_Neg_Aff,,truck,daxy
11/7/19 20:48,11/7/19 20:53,IP Address,100,315,TRUE,11/7/19 20:53,R_Y0vm8U9wNy0FdyV,,,,,anonymous,EN,,,,,,,,,,,,,,,,,0,0,83.47,0,,,,,Touch,2.788,5.68,7.37,2,Touch,3.649,3.649,6.172,1,Bucket,3.281,6.867,6.872,5,Truck,3.175,3.175,5.112,1,Daxy,2.637,2.637,4.164,1,Daxy,6.747,6.747,8.114,1,,,,,,,,,,,,,,,,,,,,,3,4,Three,survey like,This is like survey.,10661,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 20:55,11/7/19 20:59,IP Address,100,258,TRUE,11/7/19 20:59,R_1Oq1UxBKyWZDB0h,,,,,anonymous,EN,,,,,,,,,0,0,84.117,0,,,,,,,,,,,,,Touch,8.042,8.042,9.983,1,Stay away,4.435,4.435,5.872,1,,,,,,,,,,,,,,,,,,,,,Bucket,4.671,4.671,6.927,1,Bucket,3.7,3.7,6.691,1,Zupy,3.167,3.167,5.048,1,Zupy,5.047,5.047,6.8,1,4,3,Three,survey like,This is like survey,4324,original,Proh,Neutral,,bucket,zupy
11/7/19 20:53,11/7/19 21:01,IP Address,100,437,TRUE,11/7/19 21:01,R_22PLzv6S5MYd2x0,,,,,anonymous,EN,,,,,0,0,89.479,0,,,,,,,,,,,,,,,,,Stay away,20.648,31.981,42.09,3,Touch,6.184,9.088,12.599,2,,,,,,,,,,,,,,,,,,,,,Truck,7.596,41.695,46.669,3,Bucket,6.946,13.497,14.415,2,Daxy,9.82,12.963,15.426,2,Zupy,5.482,8.93,10.601,2,stay away,touch,Three,i spend no thought about the motives behind the research in an effort to provide the best data possible.,"no, but i want to mention that i did not notice her facial expression until the ""bei"" phase, after which i assumed the child did the opposite.",208739,original,Proh,Incong_Neg_Aff,,bucket,zupy
11/7/19 21:00,11/7/19 21:06,IP Address,100,327,TRUE,11/7/19 21:06,R_eXnqndmec5ohrUd,,,,,anonymous,EN,,,,,,,,,,,,,,,,,0,0,104.862,0,,,,,Touch,4.701,4.701,5.8,1,Stay away,8.645,9.734,10.593,3,Truck,21.333,29.589,30.85,2,Bucket,19.902,19.902,20.987,1,Zupy,19.368,21.197,22.132,2,Daxy,7.634,7.634,8.471,1,,,,,,,,,,,,,,,,,,,,,take it,away it,Three,new language learning study,no,23896,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 20:56,11/7/19 21:15,IP Address,100,1108,TRUE,11/7/19 21:15,R_2417CZgt4jx5cpu,,,,,anonymous,EN,,,,,,,,,,,,,,,,,2.287,3.032,745.581,2,,,,,Stay away,10.82,19.375,26.208,3,Touch,5.682,5.682,9.91,1,Bucket,8.71,19.748,21.579,2,Truck,4.901,23.427,24.945,2,Zupy,4.773,8.613,12.915,2,Daxy,6.887,33.394,34.229,3,,,,,,,,,,,,,,,,,,,,,No or Don't,Yes or okay.,Three,How people understand foreign languages.,No.,17494,cb,Proh,Incong_cb_Pos_Neg,,truck,daxy
11/7/19 21:21,11/7/19 21:25,IP Address,100,273,TRUE,11/7/19 21:25,R_1IRA3nYWV2x45zw,,,,,anonymous,EN,83.035,83.035,83.344,1,,,,,,,,,,,,,,,,,,,,,Touch,3.657,8.865,9.576,3,Stay away,3.147,5.363,6.295,3,,,,,,,,,,,,,,,,,,,,,Bucket,20.778,24.297,25.579,2,Truck,21.112,23.679,26.637,2,Zupy,10.904,12.711,14.029,2,Daxy,4.036,7.316,9.064,2,Touch ,Stay away or move away from.,Three,"Evaluating how learning takes place in the context of repeated statements, regardless of how much sense the statements make. ",n/a,648563,original,Proh,Incong_Pos_Neg,,bucket,zupy
11/7/19 21:35,11/7/19 21:43,IP Address,100,460,TRUE,11/7/19 21:43,R_3iOauYPlzCad54R,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,0,0,87.826,0,Stay away,10.047,18.181,19.608,2,Touch,10.347,10.347,11.652,1,,,,,,,,,,,,,,,,,,,,,Truck,44.385,44.385,45.873,1,Bucket,30.416,30.416,31.662,1,Daxy,11.067,15.115,16.158,2,Zupy,21.719,29.669,32.203,2,not ok or dangerous,ok or safe,Three,being able to discern the meanings of words by using physical examples,No. This was a fun survey.,712042,cb,Proh,Neutral,,bucket,zupy
11/7/19 19:50,11/8/19 0:26,IP Address,100,16528,TRUE,11/8/19 0:26,R_1LpAuN4sbVpTq9R,,,,,anonymous,EN,,,,,,,,,0,0,106.719,0,,,,,,,,,,,,,Touch,74.182,75.693,76.562,5,Touch,0.728,17.718,19.629,4,Bucket,2.182,2.71,3.572,2,Truck,2.798,3.458,3.801,2,Zupy,0.328,5.362,5.841,6,Zupy,1.943,2.67,3.903,3,,,,,,,,,,,,,,,,,,,,,dont,yeah,Three,I am not sure.,No.,992500,original,Proh,Neutral,,truck,daxy
